Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR14240783_2 - polya	(1, 0.024590426534474123)	(2, 0.030436552679801214)	(3, 0.03910856800667088)	(4, 0.05059319409517841)	(5, 0.06132577876544543)	(6, 0.07128580082307372)	(7, 0.08315308683065387)	(8, 0.10143384965221766)	(9, 0.12267328585437132)	(12, 0.1714347822801466)	(17, 0.2551969864457028)	(22, 0.3374985644217389)	(27, 0.41018994634818223)	(32, 0.4720676245300314)	(37, 0.5298294753930478)	(42, 0.5785984560191331)	(47, 0.6260782227853775)	(52, 0.67408647066383)	(57, 0.7212731464889045)	(62, 0.763813823902223)	(67, 0.8208813341171302)	(72, 0.889441920324121)	(77, 0.9308524834906386)	(82, 0.9653763752429316)	(87, 1.0048586704134665)	(92, 1.0421777902686131)	(97, 1.0790671721704794)	(102, 1.1118776649034294)	(107, 1.143521588091295)	(112, 1.1739605550292607)	(117, 1.2009753796125218)	(122, 1.2261237412088108)	(127, 1.2507564172611638)	(132, 1.2736300648148648)	(137, 1.2973503927068546)	(140, 1.3059470831789919)
SRR14240783_2 - polyg	(1, 1.0273223769308362)	(2, 1.0455089836839846)	(3, 1.0462248112297576)	(4, 1.0468537254816088)	(5, 1.047516439347763)	(6, 1.0481381108251209)	(7, 1.0489396445357335)	(8, 1.0510364277515982)	(9, 1.054271533692023)	(12, 1.0649345877271523)	(17, 1.0741333941855151)	(22, 1.075580500529314)	(27, 1.0763149178629536)	(32, 1.076998635775139)	(37, 1.0778016180406504)	(42, 1.0785529351814416)	(47, 1.079341431897966)	(52, 1.081381962898598)	(57, 1.086013475761367)	(62, 1.088987117542577)	(67, 1.0902835741769112)	(72, 1.0914576279223056)	(77, 1.0934486666305656)	(82, 1.0992286421021853)	(87, 1.1095174861218182)	(92, 1.1216018139383865)	(97, 1.132994698216643)	(102, 1.1406831447672972)	(107, 1.147162772254988)	(112, 1.1535569350036554)	(117, 1.1609211466828175)	(122, 1.1695646737633463)	(127, 1.1799375339671034)	(132, 1.192369997810992)	(137, 1.2076945015101306)	(140, 1.2188478913784693)
SRR14240784_1 - polya	(1, 0.11883052476151389)	(2, 0.12892506306677684)	(3, 0.1343206753180481)	(4, 0.14182328685896411)	(5, 0.14582129154122478)	(6, 0.14915119745375383)	(7, 0.15355048491529857)	(8, 0.16369902169481876)	(9, 0.17769097928911814)	(12, 0.1991696665201402)	(17, 0.2249927957035595)	(22, 0.24939544737592984)	(27, 0.28275845763543883)	(32, 0.3164954337990194)	(37, 0.3433248404321263)	(42, 0.3655048725523246)	(47, 0.3899536876262168)	(52, 0.4100070268955706)	(57, 0.4304925657177049)	(62, 0.4489994310360762)	(67, 0.46753551905816326)	(72, 0.48737773488110747)	(77, 0.5119074417870242)	(82, 0.5339127729610963)	(87, 0.5559737966792061)	(92, 0.5766105312292605)	(97, 0.5960929689825457)	(102, 0.615505314598658)	(107, 0.6352452509585974)	(112, 0.6555747236021922)	(117, 0.6733700796127035)	(122, 0.6899192355408471)	(127, 0.7051658635664173)	(132, 0.7215365068914282)	(137, 0.7381441082270033)	(140, 0.7439645084757647)
SRR14240784_2 - polya	(1, 0.033435643501352974)	(2, 0.039290772180617106)	(3, 0.04757371461423072)	(4, 0.058671989264510394)	(5, 0.06926416056783016)	(6, 0.07881024378161776)	(7, 0.09047814939563055)	(8, 0.10865975331612307)	(9, 0.12854707374697627)	(12, 0.17324679897838696)	(17, 0.25100523718496304)	(22, 0.3286190441840186)	(27, 0.4042891178685366)	(32, 0.46770979648684446)	(37, 0.538834680949962)	(42, 0.5844165930196299)	(47, 0.6277384042432297)	(52, 0.6689479222091204)	(57, 0.7082960810035559)	(62, 0.7434058889656054)	(67, 0.7955741325835974)	(72, 0.851247194818967)	(77, 0.885646340508047)	(82, 0.9155312137492227)	(87, 0.9500656732620298)	(92, 0.9823881011587934)	(97, 1.0147153995061766)	(102, 1.0440571116239412)	(107, 1.0729937293054157)	(112, 1.1015184762714767)	(117, 1.1277659699349414)	(122, 1.1532998367033198)	(127, 1.1794814734040628)	(132, 1.2039561230421092)	(137, 1.2290887070312038)	(140, 1.2377763203836627)
SRR14240784_2 - polyg	(1, 1.7083084371250183)	(2, 1.7284678675143834)	(3, 1.7296272465204945)	(4, 1.730782390352154)	(5, 1.7318263608544604)	(6, 1.7328766841184442)	(7, 1.7342742916874547)	(8, 1.737948305524172)	(9, 1.7446959972190998)	(12, 1.7686194389022774)	(17, 1.7882113559151354)	(22, 1.7904934796683516)	(27, 1.7916225771771341)	(32, 1.7925591860070937)	(37, 1.7935629223521103)	(42, 1.7944787788272578)	(47, 1.7952944734266256)	(52, 1.7976333485174927)	(57, 1.802598455285764)	(62, 1.805301555379464)	(67, 1.806648764372501)	(72, 1.808012914063345)	(77, 1.8127853203940707)	(82, 1.8281528626502326)	(87, 1.8465919651773792)	(92, 1.864191232610784)	(97, 1.8799850451754943)	(102, 1.8912455270072681)	(107, 1.9008297267911196)	(112, 1.9099995147548874)	(117, 1.919591549611474)	(122, 1.9302790123399536)	(127, 1.9416534203644744)	(132, 1.9542229946192216)	(137, 1.9679834999297436)	(140, 1.9771986042601428)
SRR14240785_1 - polya	(1, 0.021003497540638946)	(2, 0.026993321099003542)	(3, 0.03013295869772839)	(4, 0.03552692910716556)	(5, 0.038293669549231225)	(6, 0.04061971335160877)	(7, 0.04397187625290511)	(8, 0.0501481483895993)	(9, 0.05984868980758637)	(12, 0.07471998487549994)	(17, 0.09018270004921981)	(22, 0.10549886403270022)	(27, 0.12764686900031616)	(32, 0.15275979751423624)	(37, 0.17221094766075484)	(42, 0.1876306362394756)	(47, 0.2042276889177182)	(52, 0.21750673920342128)	(57, 0.23126716581862988)	(62, 0.24360458559195797)	(67, 0.2556043117863534)	(72, 0.26904999233996224)	(77, 0.28501963903294475)	(82, 0.2994643188922608)	(87, 0.3133533037579819)	(92, 0.3254907150563746)	(97, 0.3371308432234743)	(102, 0.34831854022497694)	(107, 0.36003246552168117)	(112, 0.37153021477442005)	(117, 0.38061430243132854)	(122, 0.3888477673434663)	(127, 0.3958506716386288)	(132, 0.4032340353404805)	(137, 0.4107545626118447)	(140, 0.41360031552836335)
SRR14240785_2 - polya	(1, 0.012949701258527903)	(2, 0.019433678741276522)	(3, 0.027447056100812616)	(4, 0.03975787761541395)	(5, 0.04907509118704508)	(6, 0.059855208988646845)	(7, 0.08609621659327156)	(8, 0.11218989070592952)	(9, 0.12757646184486304)	(12, 0.1696775939006542)	(17, 0.2420897886807459)	(22, 0.34826091066440235)	(27, 0.4969397008347811)	(32, 0.5594119698683452)	(37, 0.6380473748887665)	(42, 0.7009196608722011)	(47, 0.7548510204148156)	(52, 0.7862875545573965)	(57, 0.8151975148881798)	(62, 0.8525764129510052)	(67, 1.0609722054715487)	(72, 1.2499645682509364)	(77, 1.2770804499538768)	(82, 1.2976542030790092)	(87, 1.3214163572771989)	(92, 1.3433377555111528)	(97, 1.3652067395293803)	(102, 1.3852375752557964)	(107, 1.4038506194851803)	(112, 1.4213611398136166)	(117, 1.436414711183981)	(122, 1.4506202674819988)	(127, 1.4638985354659748)	(132, 1.4763428698086947)	(137, 1.4894826703869462)	(140, 1.4941389302675798)
SRR14240785_2 - polyg	(1, 7.182097024971723)	(2, 7.203217867771451)	(3, 7.2059102895494265)	(4, 7.20962100740905)	(5, 7.213505135484881)	(6, 7.216730826273603)	(7, 7.21918073451613)	(8, 7.237228435363949)	(9, 7.28239853709577)	(12, 7.4367349333576716)	(17, 7.569436253817796)	(22, 7.58411901416944)	(27, 7.591044209826362)	(32, 7.595861102328326)	(37, 7.5982176558980665)	(42, 7.598897736866296)	(47, 7.599631796653705)	(52, 7.606570812974473)	(57, 7.640589725118732)	(62, 7.651621483309268)	(67, 7.653173309168902)	(72, 7.6540505301724)	(77, 7.674045119252119)	(82, 7.811658251490448)	(87, 7.954725852138454)	(92, 8.076084579855078)	(97, 8.173679328002816)	(102, 8.236508065856768)	(107, 8.282241946366698)	(112, 8.318149856415037)	(117, 8.347429063161085)	(122, 8.374258883199094)	(127, 8.396991006789728)	(132, 8.42130546600736)	(137, 8.446185007839315)	(140, 8.459289344072598)
SRR14240786_1 - polya	(1, 0.04901319661392123)	(2, 0.059559244276939)	(3, 0.0648144717131395)	(4, 0.07343273687896786)	(5, 0.07762210453129316)	(6, 0.0810553658748406)	(7, 0.08571609751100961)	(8, 0.09638816289215704)	(9, 0.11172192187678745)	(12, 0.1346494508378716)	(17, 0.16286087386111248)	(22, 0.18950082708025717)	(27, 0.22433712660132446)	(32, 0.2596193941691467)	(37, 0.2887593080438283)	(42, 0.3129393184476972)	(47, 0.3400425551252483)	(52, 0.36218050131502855)	(57, 0.38474863928761466)	(62, 0.40534416708618065)	(67, 0.42497965150540773)	(72, 0.44635495000867503)	(77, 0.47152751828709477)	(82, 0.49440329340668754)	(87, 0.5173379409258951)	(92, 0.5388394495407549)	(97, 0.5578508095666803)	(102, 0.5759990925185147)	(107, 0.594485410784477)	(112, 0.6124309110265272)	(117, 0.6284717159869233)	(122, 0.6428567828065196)	(127, 0.6560551667476066)	(132, 0.6700898850714563)	(137, 0.6840359100089582)	(140, 0.6889908112497383)
SRR14240786_2 - polya	(1, 0.022928490928398118)	(2, 0.02909566337823912)	(3, 0.037719700347951274)	(4, 0.049674068158616407)	(5, 0.06028264369704202)	(6, 0.0700668132473981)	(7, 0.08162100265545305)	(8, 0.09990319145739164)	(9, 0.11961967352445468)	(12, 0.16603074855409578)	(17, 0.24814254693313473)	(22, 0.3297458493900107)	(27, 0.403994719338148)	(32, 0.4651533304712882)	(37, 0.5224227077540606)	(42, 0.5729061752106487)	(47, 0.6208721742065857)	(52, 0.6670816208872195)	(57, 0.710748395563576)	(62, 0.7513705436912279)	(67, 0.8103162452153189)	(72, 0.8695945950365797)	(77, 0.9064294778491442)	(82, 0.938468568814659)	(87, 0.9738622321974384)	(92, 1.00705683830049)	(97, 1.0390943901183023)	(102, 1.0681529215582224)	(107, 1.0966783307127421)	(112, 1.1240053209875218)	(117, 1.1487927175534292)	(122, 1.172320129331503)	(127, 1.1952466963252735)	(132, 1.2166506614544967)	(137, 1.238286075919461)	(140, 1.245848678154942)
SRR14240786_2 - polyg	(1, 0.8250312668236058)	(2, 0.8499798891113343)	(3, 0.8506253691790059)	(4, 0.8513150997431201)	(5, 0.8519663516146756)	(6, 0.8526099077477194)	(7, 0.8533814055335207)	(8, 0.855718024139146)	(9, 0.859772716367516)	(12, 0.8748303907330379)	(17, 0.8886646350686569)	(22, 0.8902722748437583)	(27, 0.8910137592493639)	(32, 0.8915834362926949)	(37, 0.8921931311762871)	(42, 0.8927426069060249)	(47, 0.8932678410594509)	(52, 0.8947400358367454)	(57, 0.8981425142262461)	(62, 0.8999706369097085)	(67, 0.9008167833590737)	(72, 0.9016892877128415)	(77, 0.9045088139100781)	(82, 0.9158750349049839)	(87, 0.930923474384292)	(92, 0.9455457623435125)	(97, 0.9575168683854406)	(102, 0.965612785299785)	(107, 0.9726813211228128)	(112, 0.9794951280011024)	(117, 0.9864413015817937)	(122, 0.9940089060473074)	(127, 1.0026171667530706)	(132, 1.013235939145024)	(137, 1.0260641580636967)	(140, 1.035556851517921)
SRR14240787_1 - polya	(1, 0.0333232566745163)	(2, 0.042208498772595214)	(3, 0.04684799571869017)	(4, 0.05411081106942141)	(5, 0.05787897340016106)	(6, 0.06106793954343421)	(7, 0.0653306202564552)	(8, 0.0748145344371932)	(9, 0.08816314364658194)	(12, 0.10817403321232874)	(17, 0.133023581921966)	(22, 0.1561878729528082)	(27, 0.18633960711191952)	(32, 0.217262925431878)	(37, 0.24231146698370037)	(42, 0.263486168303912)	(47, 0.2865222571377039)	(52, 0.30591889390463756)	(57, 0.3258246136363444)	(62, 0.34423763301824717)	(67, 0.36200981077050876)	(72, 0.3811188817110336)	(77, 0.4038079608991767)	(82, 0.42304421790308966)	(87, 0.4422467731405389)	(92, 0.4604812917091114)	(97, 0.4770097218588133)	(102, 0.4923567272705719)	(107, 0.5082209447164013)	(112, 0.523292239194477)	(117, 0.5366034208139737)	(122, 0.5488129441880119)	(127, 0.5601199715143863)	(132, 0.572461084197682)	(137, 0.5849063505813554)	(140, 0.5892719995054816)
SRR14240787_2 - polya	(1, 0.019749404503335035)	(2, 0.02509934823493349)	(3, 0.03302095691000528)	(4, 0.04372169115125404)	(5, 0.05364338958479932)	(6, 0.06286564934751518)	(7, 0.07400162750741567)	(8, 0.0918085231598031)	(9, 0.11068998015999025)	(12, 0.15475580191151678)	(17, 0.23290444025007048)	(22, 0.3069213097624195)	(27, 0.3718053392743282)	(32, 0.4280546036358956)	(37, 0.48349265462378915)	(42, 0.5293592345803834)	(47, 0.5725391571340628)	(52, 0.6154343929067096)	(57, 0.6558749884626491)	(62, 0.6923169287021349)	(67, 0.7388787134392991)	(72, 0.7959637477380441)	(77, 0.8309803911606533)	(82, 0.8608955355320772)	(87, 0.8940870335417254)	(92, 0.9252032479018958)	(97, 0.955956363833432)	(102, 0.9840011448439261)	(107, 1.0113002531019597)	(112, 1.0379409067468734)	(117, 1.0617900718660533)	(122, 1.0843753360650392)	(127, 1.1066694779697988)	(132, 1.1273220559432389)	(137, 1.1481224813645319)	(140, 1.1553998612977552)
SRR14240787_2 - polyg	(1, 1.1835984172024654)	(2, 1.2077188900094584)	(3, 1.208594458515073)	(4, 1.209308292412784)	(5, 1.2101178122303542)	(6, 1.2108739850306576)	(7, 1.211909594588072)	(8, 1.2142788795771529)	(9, 1.2182197846304703)	(12, 1.2321648642995833)	(17, 1.2446643244785753)	(22, 1.2466655997263214)	(27, 1.2476844430783092)	(32, 1.2486843186019354)	(37, 1.249870315941359)	(42, 1.2509430143774445)	(47, 1.2518082521908265)	(52, 1.2544327560847353)	(57, 1.2587083078241443)	(62, 1.2610029069890518)	(67, 1.2620347907230383)	(72, 1.263001811258253)	(77, 1.2644823180041103)	(82, 1.2681066974216457)	(87, 1.274450419874897)	(92, 1.2826883848301407)	(97, 1.291502497571864)	(102, 1.2993997190390423)	(107, 1.3073895780250935)	(112, 1.3155430345307622)	(117, 1.323436699530123)	(122, 1.3324230469275928)	(127, 1.343422185754314)	(132, 1.3571779258510333)	(137, 1.3748466273253583)	(140, 1.38794967089971)
SRR14240788_1 - polya	(1, 0.07155719975143719)	(2, 0.07978193007311775)	(3, 0.08396760854321016)	(4, 0.0904464591282819)	(5, 0.0938256911966009)	(6, 0.09657579277389584)	(7, 0.10042729895065297)	(8, 0.1088446898292054)	(9, 0.1204622919046472)	(12, 0.13798178587095333)	(17, 0.1583083271012758)	(22, 0.17803642713281928)	(27, 0.20689595557581733)	(32, 0.2351979618763631)	(37, 0.2568929045486799)	(42, 0.27477248621066164)	(47, 0.2941244719161349)	(52, 0.31001879736199617)	(57, 0.32641983712203726)	(62, 0.3413174425542057)	(67, 0.3563998657241167)	(72, 0.37218439170216777)	(77, 0.3921641439301209)	(82, 0.40978627652938)	(87, 0.4271686916569914)	(92, 0.4425041309918563)	(97, 0.45718384244908467)	(102, 0.4707965895125925)	(107, 0.4846347323780337)	(112, 0.4981090366343025)	(117, 0.5096267280138799)	(122, 0.5202748894465132)	(127, 0.5301936687001222)	(132, 0.5410488123593418)	(137, 0.5519380552321671)	(140, 0.5557080642884068)
SRR14240788_2 - polya	(1, 0.02588300808736164)	(2, 0.03125533919093035)	(3, 0.03867703303219806)	(4, 0.04885564829348184)	(5, 0.05770268926346534)	(6, 0.06666225763834746)	(7, 0.0782866795565104)	(8, 0.09566193384926466)	(9, 0.11371405753209089)	(12, 0.15627294504115513)	(17, 0.2320431026335692)	(22, 0.30974191174751836)	(27, 0.3906364991605882)	(32, 0.4633066972441135)	(37, 0.5496281745025211)	(42, 0.6028481811453889)	(47, 0.6456133688967671)	(52, 0.6855800341875307)	(57, 0.724041219197605)	(62, 0.7579665268138569)	(67, 0.808872560821446)	(72, 0.8667607498069261)	(77, 0.8998322131144928)	(82, 0.9276182983131852)	(87, 0.959015149240579)	(92, 0.9885549569950095)	(97, 1.017683869225492)	(102, 1.044765464671092)	(107, 1.0714030883555465)	(112, 1.0967336891824968)	(117, 1.118841914323714)	(122, 1.139528884241848)	(127, 1.160118671401206)	(132, 1.1800844429515809)	(137, 1.2001896802856027)	(140, 1.207023503684309)
SRR14240788_2 - polyg	(1, 2.4773709519949736)	(2, 2.4979958613443456)	(3, 2.4995081614677557)	(4, 2.501049445922731)	(5, 2.5025890254170253)	(6, 2.5038541062417945)	(7, 2.5054806387307837)	(8, 2.510039703589858)	(9, 2.5195653189105935)	(12, 2.5532723915597697)	(17, 2.5828272029681867)	(22, 2.5861263018845326)	(27, 2.5873112495573283)	(32, 2.588254092813524)	(37, 2.5892907089071358)	(42, 2.590136369404555)	(47, 2.5909561144996354)	(52, 2.5945123214865675)	(57, 2.6021948743119183)	(62, 2.6053753079649162)	(67, 2.6064361345001883)	(72, 2.607540949021011)	(77, 2.613169024226622)	(82, 2.6340472907330836)	(87, 2.6600496460680647)	(92, 2.685322619224022)	(97, 2.7060982470975303)	(102, 2.7203217110767155)	(107, 2.7339092247221553)	(112, 2.745799620506442)	(117, 2.756675223693825)	(122, 2.767742123469536)	(127, 2.7796850320427753)	(132, 2.793576028689305)	(137, 2.8099323984795226)	(140, 2.8212632261685413)
SRR14240789_1 - polya	(1, 0.08848901537259869)	(2, 0.09395019900502498)	(3, 0.09710753182901494)	(4, 0.10207204399174485)	(5, 0.10456971781274563)	(6, 0.10678546725183449)	(7, 0.10956396418763033)	(8, 0.1150758061074314)	(9, 0.12343882859273998)	(12, 0.13627585886693644)	(17, 0.15060730861868937)	(22, 0.16316946262052173)	(27, 0.1825557284385857)	(32, 0.20369058618477362)	(37, 0.21907660932761575)	(42, 0.23146366185787004)	(47, 0.24530504774262765)	(52, 0.2563441493218656)	(57, 0.2679669224730305)	(62, 0.27841838791872087)	(67, 0.2881361892111702)	(72, 0.2988519587649029)	(77, 0.31380914849244623)	(82, 0.32678934349183236)	(87, 0.33939620893860856)	(92, 0.35093484528204666)	(97, 0.36100439129161577)	(102, 0.3702821262441744)	(107, 0.3808756551479376)	(112, 0.39123945973112717)	(117, 0.39984608250268144)	(122, 0.4071906531583333)	(127, 0.4133269135333846)	(132, 0.42022635202040837)	(137, 0.4275160795736414)	(140, 0.42984878358053896)
SRR14240789_2 - polya	(1, 0.01954528878973618)	(2, 0.023704774690053602)	(3, 0.03015709872763892)	(4, 0.03989119877341749)	(5, 0.04848768988749686)	(6, 0.05785506798336659)	(7, 0.07373644107536487)	(8, 0.09330705900878845)	(9, 0.1076334429318039)	(12, 0.14619387052122784)	(17, 0.2117307171514237)	(22, 0.2980383426189791)	(27, 0.41942132575799584)	(32, 0.47945403933820846)	(37, 0.5315620347456163)	(42, 0.5663087743094116)	(47, 0.6022585380716468)	(52, 0.6336065470594401)	(57, 0.6630249158051004)	(62, 0.6935844175372339)	(67, 0.7880237993955607)	(72, 0.9270578918833431)	(77, 0.9566022455871703)	(82, 0.9780767341121928)	(87, 1.001536366742037)	(92, 1.0240823881717482)	(97, 1.0471286051259292)	(102, 1.0684632327271126)	(107, 1.0892756394614886)	(112, 1.1099488460322957)	(117, 1.1280367179196016)	(122, 1.1449854391012446)	(127, 1.1614923319156099)	(132, 1.1773952898430984)	(137, 1.1938345648564894)	(140, 1.199877878286879)
SRR14240789_2 - polyg	(1, 3.960873477061834)	(2, 3.9792327011667297)	(3, 3.9810420830397035)	(4, 3.983167528575211)	(5, 3.9853876830827675)	(6, 3.987325913208412)	(7, 3.989568093058305)	(8, 3.9967538609957076)	(9, 4.018639342408736)	(12, 4.097098016881125)	(17, 4.166584668152591)	(22, 4.170632705820684)	(27, 4.172213244386778)	(32, 4.173746868973694)	(37, 4.176000942508449)	(42, 4.178301049008689)	(47, 4.180198311997586)	(52, 4.1893165834716255)	(57, 4.211965683503474)	(62, 4.22065291902798)	(67, 4.222251518374791)	(72, 4.223706952996411)	(77, 4.228915285698809)	(82, 4.268127002661135)	(87, 4.34616168929354)	(92, 4.426193854222474)	(97, 4.493522462451774)	(102, 4.536623414363943)	(107, 4.572116592779535)	(112, 4.602058063405697)	(117, 4.632506557412452)	(122, 4.662736780276649)	(127, 4.692791461162423)	(132, 4.725871763325009)	(137, 4.760637444683215)	(140, 4.782234834618477)
SRR14240790_1 - polya	(1, 0.061004757565211246)	(2, 0.06981533894905584)	(3, 0.07438964785352888)	(4, 0.08188459147087856)	(5, 0.08557730137868697)	(6, 0.08862368564170138)	(7, 0.09258006396108892)	(8, 0.10174220322703904)	(9, 0.1144672464135586)	(12, 0.13402332967852856)	(17, 0.15726184654398387)	(22, 0.1796166009796539)	(27, 0.20871910331862936)	(32, 0.23932573253473627)	(37, 0.26448213286164723)	(42, 0.28543849821395745)	(47, 0.30780163595297)	(52, 0.32663378040994273)	(57, 0.34554597189237934)	(62, 0.36343107350078785)	(67, 0.38116635736559124)	(72, 0.400161841023173)	(77, 0.4219113750433413)	(82, 0.44095039779247613)	(87, 0.46015654575018106)	(92, 0.47801217058232065)	(97, 0.494208171781782)	(102, 0.5097951665577806)	(107, 0.5249589397295521)	(112, 0.5395072161784991)	(117, 0.5524207484756551)	(122, 0.5643445101201142)	(127, 0.5752487539064672)	(132, 0.5874194173558205)	(137, 0.5998602395161147)	(140, 0.6041035431531283)
SRR14240790_2 - polya	(1, 0.024710462674917118)	(2, 0.03095061508229017)	(3, 0.04016954446765733)	(4, 0.05268365292491358)	(5, 0.06443244691574011)	(6, 0.07539970069173205)	(7, 0.0896661899767143)	(8, 0.11104090920873015)	(9, 0.1319247995514987)	(12, 0.18373848193277115)	(17, 0.2720387343229354)	(22, 0.36313089715529767)	(27, 0.4562063873010153)	(32, 0.5253145540487589)	(37, 0.5952272474882441)	(42, 0.6446295132274127)	(47, 0.6912028197321921)	(52, 0.7368517994361742)	(57, 0.7801642713698549)	(62, 0.8190154737796165)	(67, 0.8783938704963795)	(72, 0.9666822240043803)	(77, 1.0065072417475744)	(82, 1.0374978803425965)	(87, 1.0714889302468191)	(92, 1.1037962883248968)	(97, 1.134714451910377)	(102, 1.1628977656022166)	(107, 1.1905623962033807)	(112, 1.2172780909519993)	(117, 1.240583674244195)	(122, 1.2624803217165674)	(127, 1.2828609434296447)	(132, 1.301951077286255)	(137, 1.320941693219315)	(140, 1.3276732153742157)
SRR14240790_2 - polyg	(1, 2.220115068410392)	(2, 2.249771680057394)	(3, 2.250979146167856)	(4, 2.2520000161716625)	(5, 2.2532548073816394)	(6, 2.2543243546306604)	(7, 2.255642696688556)	(8, 2.2591961355892227)	(9, 2.268113536483399)	(12, 2.308482116798156)	(17, 2.34990591161751)	(22, 2.352717563386934)	(27, 2.353711660905873)	(32, 2.354516728455894)	(37, 2.3557698970910304)	(42, 2.3578524718987954)	(47, 2.360459949667458)	(52, 2.369976080677774)	(57, 2.3856982900238135)	(62, 2.391310776397058)	(67, 2.3924322460409746)	(72, 2.393311140746239)	(77, 2.395274726732368)	(82, 2.403496313449116)	(87, 2.4221707977174214)	(92, 2.4488897376157213)	(97, 2.478522551498396)	(102, 2.500147958543267)	(107, 2.520516140515901)	(112, 2.539526227347047)	(117, 2.5554701885879525)	(122, 2.5696790764660977)	(127, 2.584395830269315)	(132, 2.601278721484582)	(137, 2.620987056355418)	(140, 2.6344936397567724)
SRR14240791_1 - polya	(1, 0.057182458110146855)	(2, 0.06571624959667487)	(3, 0.06998860490178323)	(4, 0.07677136600768597)	(5, 0.08007688254253979)	(6, 0.08298236209134373)	(7, 0.0866134670416426)	(8, 0.09483854512206265)	(9, 0.10655377219243645)	(12, 0.12469817929072051)	(17, 0.14731267709763934)	(22, 0.16766215159247727)	(27, 0.19514955650738328)	(32, 0.223405270670931)	(37, 0.24542497403109778)	(42, 0.2640329475623478)	(47, 0.2842309440321951)	(52, 0.30189252733391675)	(57, 0.3205816994395065)	(62, 0.33815037092511335)	(67, 0.3550716376407407)	(72, 0.3741531040810374)	(77, 0.3961213882951064)	(82, 0.41473551624152644)	(87, 0.43404767398593724)	(92, 0.4516806690365467)	(97, 0.46913756840148546)	(102, 0.4853222905919291)	(107, 0.5022701602634527)	(112, 0.5187066178873014)	(117, 0.5337216041364023)	(122, 0.5483945240197642)	(127, 0.5630904733276332)	(132, 0.5789130776706551)	(137, 0.5951541822452369)	(140, 0.6004723910702017)
SRR14240791_2 - polya	(1, 0.02928707502832644)	(2, 0.03582465217503732)	(3, 0.044827965980179706)	(4, 0.05702462714046465)	(5, 0.06790702286767258)	(6, 0.07836456541862903)	(7, 0.09122828577153312)	(8, 0.11295337132162642)	(9, 0.13408584624970538)	(12, 0.18504579356394094)	(17, 0.27066859829273543)	(22, 0.35606944701636684)	(27, 0.44105834698265156)	(32, 0.5107797311483439)	(37, 0.5940682257620147)	(42, 0.6475346082866122)	(47, 0.6976692683795033)	(52, 0.7407029245433461)	(57, 0.7821181680470011)	(62, 0.819512593149431)	(67, 0.8820390689223524)	(72, 0.9484859071585626)	(77, 0.9837731399185939)	(82, 1.0148537306451708)	(87, 1.050029191284534)	(92, 1.0822040767342407)	(97, 1.1141361605790154)	(102, 1.1436029048244012)	(107, 1.1733974213099703)	(112, 1.2024661138645227)	(117, 1.2285304591685078)	(122, 1.2538175613953786)	(127, 1.2789857444388033)	(132, 1.3016611908088573)	(137, 1.3247374682830477)	(140, 1.3327187521109272)
SRR14240791_2 - polyg	(1, 2.0366200607033793)	(2, 2.070059380676238)	(3, 2.0712068813111606)	(4, 2.0721915877383603)	(5, 2.073179272108384)	(6, 2.074153059411895)	(7, 2.075389898331543)	(8, 2.0781037968919907)	(9, 2.0832060055974404)	(12, 2.1106519178423295)	(17, 2.141706898260618)	(22, 2.1449469000533403)	(27, 2.146152966897138)	(32, 2.147037415915923)	(37, 2.1479949237986617)	(42, 2.148865872809977)	(47, 2.149696321798884)	(52, 2.1553885602425673)	(57, 2.167448434562461)	(62, 2.170856590859989)	(67, 2.1719375841051707)	(72, 2.1729209008257184)	(77, 2.1800119782786864)	(82, 2.21156606191431)	(87, 2.249259273946767)	(92, 2.2809154017565)	(97, 2.3060357391852158)	(102, 2.320901431234064)	(107, 2.3329231878858083)	(112, 2.3431816053265866)	(117, 2.3525242060841656)	(122, 2.3607496812236293)	(127, 2.3687083326860443)	(132, 2.377677697942991)	(137, 2.387525953392118)	(140, 2.393963273130414)
SRR14240792_1 - polya	(1, 0.06762935188458748)	(2, 0.07754608503125776)	(3, 0.0825326459867623)	(4, 0.09085383341521025)	(5, 0.09480361004457673)	(6, 0.09819975153316245)	(7, 0.10265190079027443)	(8, 0.11208292162593568)	(9, 0.12634158962669215)	(12, 0.14796616812548458)	(17, 0.17229920150049477)	(22, 0.19530504841302218)	(27, 0.22688813900660865)	(32, 0.26083058676264276)	(37, 0.2878085094977069)	(42, 0.30944462206193235)	(47, 0.3326245052062144)	(52, 0.3516636588600738)	(57, 0.37095681826602267)	(62, 0.3887000555903507)	(67, 0.40667064215999005)	(72, 0.4260660702794444)	(77, 0.44905602581293086)	(82, 0.469492339259566)	(87, 0.4888641866230242)	(92, 0.5062801128016221)	(97, 0.5231190793960081)	(102, 0.5390253245657177)	(107, 0.5554549599935173)	(112, 0.5711733280529527)	(117, 0.5846323008503592)	(122, 0.5972354459926421)	(127, 0.6087718182386613)	(132, 0.6215582268650452)	(137, 0.635100501246134)	(140, 0.6395780254471984)
