Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
SRR14240782_1	(37, 1126653.0)	(42, 9705.0)	(47, 17943.0)	(52, 35228.0)	(57, 61037.0)	(62, 127398.0)	(67, 231736.0)	(72, 399028.0)	(77, 685661.0)	(82, 1116204.0)	(87, 1596939.0)	(92, 2185289.0)	(97, 2858492.0)	(102, 3164026.0)	(107, 3329012.0)	(112, 3333487.0)	(117, 3603720.0)	(122, 3478695.0)	(127, 3371579.0)	(132, 3166363.0)	(137, 3150082.0)	(142, 2990025.0)	(147, 6244916.0)	(151, 33526447.0)
SRR14240782_2	(37, 35987.0)	(42, 9560.0)	(47, 17668.0)	(52, 34927.0)	(57, 60234.0)	(62, 125673.0)	(67, 229062.0)	(72, 394107.0)	(77, 677169.0)	(82, 1101634.0)	(87, 1577392.0)	(92, 2158400.0)	(97, 2824041.0)	(102, 3128064.0)	(107, 3289337.0)	(112, 3286503.0)	(117, 3553837.0)	(122, 3432931.0)	(127, 3325136.0)	(132, 3123483.0)	(137, 3111031.0)	(142, 2976026.0)	(147, 6970518.0)	(151, 34366945.0)
SRR14240783_1	(37, 521601.0)	(42, 9503.0)	(47, 17630.0)	(52, 36782.0)	(57, 64226.0)	(62, 132558.0)	(67, 235844.0)	(72, 419261.0)	(77, 712073.0)	(82, 1136340.0)	(87, 1671354.0)	(92, 2316399.0)	(97, 3096470.0)	(102, 3513016.0)	(107, 3759731.0)	(112, 3788418.0)	(117, 4067627.0)	(122, 3928841.0)	(127, 3858894.0)	(132, 3569231.0)	(137, 3464442.0)	(142, 3179476.0)	(147, 6412640.0)	(151, 32928825.0)
SRR14240783_2	(37, 12612.0)	(42, 9382.0)	(47, 17423.0)	(52, 36444.0)	(57, 63535.0)	(62, 131028.0)	(67, 233361.0)	(72, 414087.0)	(77, 703436.0)	(82, 1121884.0)	(87, 1651056.0)	(92, 2287233.0)	(97, 3059061.0)	(102, 3472019.0)	(107, 3713367.0)	(112, 3735750.0)	(117, 4011954.0)	(122, 3879148.0)	(127, 3808655.0)	(132, 3521651.0)	(137, 3416220.0)	(142, 3159285.0)	(147, 6939258.0)	(151, 33443333.0)
SRR14240784_1	(37, 1285047.0)	(42, 7097.0)	(47, 11873.0)	(52, 22608.0)	(57, 40794.0)	(62, 85564.0)	(67, 160339.0)	(72, 288763.0)	(77, 524035.0)	(82, 912384.0)	(87, 1303773.0)	(92, 1875516.0)	(97, 2425905.0)	(102, 2656630.0)	(107, 2942292.0)	(112, 3103734.0)	(117, 3386835.0)	(122, 3467241.0)	(127, 3556091.0)	(132, 3473631.0)	(137, 3546714.0)	(142, 3383143.0)	(147, 8240235.0)	(151, 47746869.0)
SRR14240784_2	(37, 15570.0)	(42, 7012.0)	(47, 11783.0)	(52, 22416.0)	(57, 40333.0)	(62, 84497.0)	(67, 158600.0)	(72, 284889.0)	(77, 516771.0)	(82, 898684.0)	(87, 1285417.0)	(92, 1849018.0)	(97, 2391641.0)	(102, 2620082.0)	(107, 2898828.0)	(112, 3061172.0)	(117, 3342845.0)	(122, 3415789.0)	(127, 3495419.0)	(132, 3410504.0)	(137, 3487883.0)	(142, 3356553.0)	(147, 9162162.0)	(151, 48629245.0)
SRR14240785_1	(37, 6485557.0)	(42, 31283.0)	(47, 49175.0)	(52, 79448.0)	(57, 118291.0)	(62, 225861.0)	(67, 368945.0)	(72, 622950.0)	(77, 1008693.0)	(82, 1457414.0)	(87, 1972845.0)	(92, 2753438.0)	(97, 3541881.0)	(102, 3566286.0)	(107, 3616388.0)	(112, 3307764.0)	(117, 3674673.0)	(122, 3272525.0)	(127, 3319274.0)	(132, 2715726.0)	(137, 2667973.0)	(142, 2296517.0)	(147, 4282593.0)	(151, 25261250.0)
SRR14240785_2	(37, 133803.0)	(42, 30776.0)	(47, 48594.0)	(52, 78542.0)	(57, 117059.0)	(62, 223134.0)	(67, 365135.0)	(72, 616152.0)	(77, 998396.0)	(82, 1440592.0)	(87, 1950170.0)	(92, 2720322.0)	(97, 3498818.0)	(102, 3522799.0)	(107, 3569933.0)	(112, 3271625.0)	(117, 3639854.0)	(122, 3231676.0)	(127, 3273616.0)	(132, 2679131.0)	(137, 2634601.0)	(142, 2294220.0)	(147, 5174773.0)	(151, 31183029.0)
SRR14240786_1	(37, 601014.0)	(42, 6634.0)	(47, 13129.0)	(52, 29331.0)	(57, 57644.0)	(62, 130126.0)	(67, 253792.0)	(72, 483532.0)	(77, 850234.0)	(82, 1400228.0)	(87, 1991563.0)	(92, 2737755.0)	(97, 3459141.0)	(102, 3744354.0)	(107, 4001846.0)	(112, 4147677.0)	(117, 4486202.0)	(122, 4383459.0)	(127, 4334059.0)	(132, 4034759.0)	(137, 4052144.0)	(142, 3743435.0)	(147, 8385076.0)	(151, 46626502.0)
SRR14240786_2	(37, 12035.0)	(42, 6502.0)	(47, 12924.0)	(52, 28842.0)	(57, 56790.0)	(62, 128085.0)	(67, 249934.0)	(72, 475877.0)	(77, 836950.0)	(82, 1377746.0)	(87, 1961236.0)	(92, 2694519.0)	(97, 3407101.0)	(102, 3688173.0)	(107, 3939601.0)	(112, 4080705.0)	(117, 4417314.0)	(122, 4312324.0)	(127, 4262994.0)	(132, 3968668.0)	(137, 3992452.0)	(142, 3710223.0)	(147, 9390816.0)	(151, 46941825.0)
SRR14240787_1	(37, 793846.0)	(42, 8830.0)	(47, 18147.0)	(52, 40720.0)	(57, 80391.0)	(62, 181413.0)	(67, 355749.0)	(72, 666362.0)	(77, 1144299.0)	(82, 1793874.0)	(87, 2501905.0)	(92, 3387708.0)	(97, 4289534.0)	(102, 4587330.0)	(107, 4707124.0)	(112, 4880848.0)	(117, 5311459.0)	(122, 5111919.0)	(127, 4955774.0)	(132, 4520916.0)	(137, 4529355.0)	(142, 4162391.0)	(147, 9200399.0)	(151, 50864407.0)
SRR14240787_2	(37, 12682.0)	(42, 8673.0)	(47, 17870.0)	(52, 40079.0)	(57, 79058.0)	(62, 178285.0)	(67, 350035.0)	(72, 654845.0)	(77, 1124386.0)	(82, 1761527.0)	(87, 2457720.0)	(92, 3324714.0)	(97, 4211148.0)	(102, 4505875.0)	(107, 4620543.0)	(112, 4776427.0)	(117, 5201729.0)	(122, 5007008.0)	(127, 4852563.0)	(132, 4426205.0)	(137, 4441320.0)	(142, 4118224.0)	(147, 10505188.0)	(151, 51418596.0)
SRR14240788_1	(37, 1285379.0)	(42, 7770.0)	(47, 14325.0)	(52, 30013.0)	(57, 53698.0)	(62, 114515.0)	(67, 214455.0)	(72, 379984.0)	(77, 632953.0)	(82, 979321.0)	(87, 1331034.0)	(92, 1840450.0)	(97, 2352787.0)	(102, 2507065.0)	(107, 2537449.0)	(112, 2575460.0)	(117, 2812495.0)	(122, 2672599.0)	(127, 2555919.0)	(132, 2334548.0)	(137, 2383700.0)	(142, 2175913.0)	(147, 4362039.0)	(151, 22498508.0)
SRR14240788_2	(37, 12119.0)	(42, 7670.0)	(47, 14083.0)	(52, 29623.0)	(57, 52890.0)	(62, 112614.0)	(67, 211295.0)	(72, 373853.0)	(77, 622768.0)	(82, 962812.0)	(87, 1309747.0)	(92, 1809082.0)	(97, 2313225.0)	(102, 2466626.0)	(107, 2493393.0)	(112, 2523414.0)	(117, 2759765.0)	(122, 2623161.0)	(127, 2508118.0)	(132, 2290797.0)	(137, 2341798.0)	(142, 2153378.0)	(147, 5024036.0)	(151, 23636112.0)
SRR14240789_1	(37, 3899461.0)	(42, 19318.0)	(47, 32948.0)	(52, 59511.0)	(57, 97794.0)	(62, 192238.0)	(67, 355913.0)	(72, 607672.0)	(77, 1052736.0)	(82, 1735162.0)	(87, 2430884.0)	(92, 3542791.0)	(97, 4457766.0)	(102, 4508827.0)	(107, 4560954.0)	(112, 4306542.0)	(117, 4348603.0)	(122, 4082614.0)	(127, 3985353.0)	(132, 3442866.0)	(137, 3344834.0)	(142, 2986385.0)	(147, 5587761.0)	(151, 31165558.0)
SRR14240789_2	(37, 24498.0)	(42, 18890.0)	(47, 32425.0)	(52, 58768.0)	(57, 96367.0)	(62, 188923.0)	(67, 350645.0)	(72, 598385.0)	(77, 1036739.0)	(82, 1706777.0)	(87, 2394205.0)	(92, 3488270.0)	(97, 4392184.0)	(102, 4445616.0)	(107, 4488433.0)	(112, 4249872.0)	(117, 4299107.0)	(122, 4024414.0)	(127, 3920614.0)	(132, 3384547.0)	(137, 3294094.0)	(142, 2975466.0)	(147, 6596482.0)	(151, 34738770.0)
SRR14240790_1	(37, 1540007.0)	(42, 8077.0)	(47, 15659.0)	(52, 32782.0)	(57, 62718.0)	(62, 138952.0)	(67, 262570.0)	(72, 482638.0)	(77, 803115.0)	(82, 1206797.0)	(87, 1657382.0)	(92, 2231699.0)	(97, 2938255.0)	(102, 3192927.0)	(107, 3152599.0)	(112, 3218317.0)	(117, 3657866.0)	(122, 3358301.0)	(127, 3244417.0)	(132, 2845983.0)	(137, 2834822.0)	(142, 2553572.0)	(147, 5388877.0)	(151, 29128195.0)
SRR14240790_2	(37, 13064.0)	(42, 7985.0)	(47, 15435.0)	(52, 32349.0)	(57, 61852.0)	(62, 136829.0)	(67, 258777.0)	(72, 475467.0)	(77, 791091.0)	(82, 1186992.0)	(87, 1631444.0)	(92, 2194334.0)	(97, 2890265.0)	(102, 3142681.0)	(107, 3102286.0)	(112, 3153637.0)	(117, 3588522.0)	(122, 3297981.0)	(127, 3186341.0)	(132, 2797780.0)	(137, 2789701.0)	(142, 2538496.0)	(147, 6180338.0)	(151, 30482880.0)
SRR14240791_1	(37, 1816668.0)	(42, 9362.0)	(47, 18556.0)	(52, 39521.0)	(57, 78250.0)	(62, 175992.0)	(67, 354280.0)	(72, 641284.0)	(77, 1056177.0)	(82, 1533162.0)	(87, 2109431.0)	(92, 2785903.0)	(97, 3628133.0)	(102, 3929383.0)	(107, 4006290.0)	(112, 4074837.0)	(117, 4658241.0)	(122, 4354360.0)	(127, 4115557.0)	(132, 3795640.0)	(137, 3914449.0)	(142, 3748324.0)	(147, 7886269.0)	(151, 42010616.0)
SRR14240791_2	(37, 19072.0)	(42, 9290.0)	(47, 18374.0)	(52, 38969.0)	(57, 77250.0)	(62, 173270.0)	(67, 349305.0)	(72, 631195.0)	(77, 1040137.0)	(82, 1508166.0)	(87, 2075099.0)	(92, 2737955.0)	(97, 3563977.0)	(102, 3862356.0)	(107, 3934885.0)	(112, 3987759.0)	(117, 4562294.0)	(122, 4274162.0)	(127, 4040484.0)	(132, 3731449.0)	(137, 3847427.0)	(142, 3722060.0)	(147, 8901308.0)	(151, 43634442.0)
SRR14240792_1	(37, 10044240.0)	(42, 16383.0)	(47, 29687.0)	(52, 54661.0)	(57, 98572.0)	(62, 202805.0)	(67, 348932.0)	(72, 595982.0)	(77, 966187.0)	(82, 1444380.0)	(87, 1883950.0)	(92, 2432745.0)	(97, 2996979.0)	(102, 3191791.0)	(107, 3203032.0)	(112, 3143446.0)	(117, 3353782.0)	(122, 3125530.0)	(127, 3017893.0)	(132, 2720460.0)	(137, 2659709.0)	(142, 2387889.0)	(147, 4862260.0)	(151, 25248434.0)
SRR14240792_2	(37, 541673.0)	(42, 15618.0)	(47, 27044.0)	(52, 53268.0)	(57, 93185.0)	(62, 192248.0)	(67, 342602.0)	(72, 586629.0)	(77, 951365.0)	(82, 1420674.0)	(87, 1854684.0)	(92, 2392964.0)	(97, 2950108.0)	(102, 3143998.0)	(107, 3152953.0)	(112, 3086832.0)	(117, 3293713.0)	(122, 3069140.0)	(127, 2962430.0)	(132, 2669962.0)	(137, 2615775.0)	(142, 2368387.0)	(147, 5526732.0)	(151, 34717745.0)
SRR14240793_1	(37, 1020192.0)	(42, 24916.0)	(47, 40820.0)	(52, 83950.0)	(57, 150701.0)	(62, 292203.0)	(67, 543051.0)	(72, 890865.0)	(77, 1521829.0)	(82, 2446288.0)	(87, 3664668.0)	(92, 5148326.0)	(97, 6304277.0)	(102, 6883368.0)	(107, 7216705.0)	(112, 7490076.0)	(117, 7893280.0)	(122, 7779336.0)	(127, 7627488.0)	(132, 6859781.0)	(137, 6532172.0)	(142, 5850055.0)	(147, 11816394.0)	(151, 62148991.0)
SRR14240793_2	(37, 33221.0)	(42, 23918.0)	(47, 39909.0)	(52, 82558.0)	(57, 148207.0)	(62, 286858.0)	(67, 533512.0)	(72, 872448.0)	(77, 1490437.0)	(82, 2393803.0)	(87, 3589496.0)	(92, 5040060.0)	(97, 6183159.0)	(102, 6765137.0)	(107, 7070962.0)	(112, 7328142.0)	(117, 7726592.0)	(122, 7610253.0)	(127, 7459892.0)	(132, 6705239.0)	(137, 6400827.0)	(142, 5784242.0)	(147, 13202140.0)	(151, 63458720.0)
SRR14240794_1	(37, 4267488.0)	(42, 26009.0)	(47, 45953.0)	(52, 76718.0)	(57, 115463.0)	(62, 224644.0)	(67, 380864.0)	(72, 605013.0)	(77, 949615.0)	(82, 1381241.0)	(87, 1787076.0)	(92, 2424256.0)	(97, 3046989.0)	(102, 3112238.0)	(107, 3156765.0)	(112, 2882075.0)	(117, 3158429.0)	(122, 2812681.0)	(127, 2778680.0)	(132, 2360564.0)	(137, 2322979.0)	(142, 2036074.0)	(147, 3846457.0)	(151, 21283002.0)
SRR14240794_2	(37, 72027.0)	(42, 25475.0)	(47, 45002.0)	(52, 75250.0)	(57, 112928.0)	(62, 219373.0)	(67, 372885.0)	(72, 591913.0)	(77, 930547.0)	(82, 1352277.0)	(87, 1750558.0)	(92, 2373693.0)	(97, 2985060.0)	(102, 3049721.0)	(107, 3091330.0)	(112, 2825213.0)	(117, 3105221.0)	(122, 2757206.0)	(127, 2720794.0)	(132, 2313778.0)	(137, 2280998.0)	(142, 2022734.0)	(147, 4605951.0)	(151, 25401339.0)
SRR14240795_1	(37, 487384.0)	(42, 8575.0)	(47, 16254.0)	(52, 32633.0)	(57, 57992.0)	(62, 124941.0)	(67, 242580.0)	(72, 458706.0)	(77, 783525.0)	(82, 1239994.0)	(87, 1761764.0)	(92, 2599031.0)	(97, 3550924.0)	(102, 3782549.0)	(107, 3730047.0)	(112, 4063497.0)	(117, 4670092.0)	(122, 4591345.0)	(127, 4379085.0)	(132, 3835409.0)	(137, 3812868.0)	(142, 3555749.0)	(147, 7531247.0)	(151, 44998204.0)
SRR14240795_2	(37, 24612.0)	(42, 8299.0)	(47, 15892.0)	(52, 31932.0)	(57, 56617.0)	(62, 121831.0)	(67, 237062.0)	(72, 449016.0)	(77, 766387.0)	(82, 1213556.0)	(87, 1725905.0)	(92, 2542993.0)	(97, 3481434.0)	(102, 3711179.0)	(107, 3655802.0)	(112, 3943079.0)	(117, 4550820.0)	(122, 4490047.0)	(127, 4297964.0)	(132, 3764723.0)	(137, 3746643.0)	(142, 3522713.0)	(147, 9061599.0)	(151, 44894290.0)
SRR14240796_1	(37, 961023.0)	(42, 11789.0)	(47, 21713.0)	(52, 43870.0)	(57, 76079.0)	(62, 154702.0)	(67, 281220.0)	(72, 510789.0)	(77, 877582.0)	(82, 1401143.0)	(87, 2034504.0)	(92, 2872460.0)	(97, 3732079.0)	(102, 3998888.0)	(107, 4137816.0)	(112, 4122776.0)	(117, 4359716.0)	(122, 4186594.0)	(127, 4117280.0)	(132, 3637241.0)	(137, 3528080.0)	(142, 3166701.0)	(147, 6240353.0)	(151, 33618348.0)
SRR14240796_2	(37, 19676.0)	(42, 11606.0)	(47, 21397.0)	(52, 43384.0)	(57, 74878.0)	(62, 152089.0)	(67, 277082.0)	(72, 503042.0)	(77, 863927.0)	(82, 1378695.0)	(87, 2003803.0)	(92, 2827141.0)	(97, 3676271.0)	(102, 3940744.0)	(107, 4072338.0)	(112, 4052603.0)	(117, 4288413.0)	(122, 4113475.0)	(127, 4042449.0)	(132, 3570192.0)	(137, 3468577.0)	(142, 3135330.0)	(147, 7099391.0)	(151, 34456243.0)
SRR14240797_1	(37, 1716187.0)	(42, 17123.0)	(47, 32000.0)	(52, 65979.0)	(57, 117266.0)	(62, 246883.0)	(67, 470597.0)	(72, 825063.0)	(77, 1407238.0)	(82, 2230899.0)	(87, 3128139.0)	(92, 4338851.0)	(97, 5461614.0)	(102, 5866625.0)	(107, 6174039.0)	(112, 6206508.0)	(117, 6546679.0)	(122, 6437392.0)	(127, 6086166.0)	(132, 5782606.0)	(137, 5737016.0)	(142, 5390807.0)	(147, 10624150.0)	(151, 56184150.0)
SRR14240797_2	(37, 18933.0)	(42, 16893.0)	(47, 31543.0)	(52, 65265.0)	(57, 115781.0)	(62, 243176.0)	(67, 464280.0)	(72, 812935.0)	(77, 1386906.0)	(82, 2196321.0)	(87, 3080400.0)	(92, 4270616.0)	(97, 5376653.0)	(102, 5773405.0)	(107, 6070208.0)	(112, 6088132.0)	(117, 6425096.0)	(122, 6322072.0)	(127, 5971837.0)	(132, 5670303.0)	(137, 5626781.0)	(142, 5332808.0)	(147, 12001690.0)	(151, 57731943.0)
SRR14240798_1	(37, 1145628.0)	(42, 12366.0)	(47, 21139.0)	(52, 37320.0)	(57, 58989.0)	(62, 112064.0)	(67, 194074.0)	(72, 337444.0)	(77, 568177.0)	(82, 922605.0)	(87, 1354874.0)	(92, 2035137.0)	(97, 2726620.0)	(102, 3101386.0)	(107, 3455981.0)	(112, 3625948.0)	(117, 3898552.0)	(122, 3979793.0)	(127, 3902242.0)	(132, 3650817.0)	(137, 3591099.0)	(142, 3379416.0)	(147, 6960434.0)	(151, 40601827.0)
SRR14240798_2	(37, 40786.0)	(42, 11935.0)	(47, 20473.0)	(52, 36277.0)	(57, 57180.0)	(62, 108467.0)	(67, 188520.0)	(72, 327554.0)	(77, 551316.0)	(82, 896059.0)	(87, 1315667.0)	(92, 1974599.0)	(97, 2650356.0)	(102, 3011960.0)	(107, 3352593.0)	(112, 3508322.0)	(117, 3772565.0)	(122, 3868234.0)	(127, 3784042.0)	(132, 3538011.0)	(137, 3487065.0)	(142, 3339188.0)	(147, 8035406.0)	(151, 41797357.0)
